Gen_Index,Fuel_Cost,Pmin,start_cost,Can_Spin
1035,24.77567431,0.4,19100,1
1036,24.77567431,0.4,19100,1
1037,37.18809044,0.4,1100,1
1038,37.18809044,0.4,1100,1
1039,41.84575855,0.4,5200,1
1040,41.84575855,0.4,5200,1
1041,41.26765961,0.4,3850,1
1042,41.26765961,0.4,4750,1
1043,41.26765961,0.4,4750,1
1044,41.26765961,0.4,4750,1
1045,41.26765961,0.4,3850,1
1046,41.26765961,0.4,3875,1
1047,41.26765961,0.4,3850,1
1048,41.26765961,0.4,3875,1
1049,41.26765961,0.4,4750,1
1052,25.35780297,0.4,3800,1
1053,25.35780297,0.4,3800,1
1054,25.35780297,0.4,6200,1
1055,92.08140741,0.25,47.5,1
1056,25.35780297,0.4,3800,1
1061,36.62538029,0.4,1475,1
1062,36.62538029,0.4,1475,1
1063,36.62538029,0.4,1475,1
1064,36.62538029,0.4,1475,1
1065,25.98112367,0.4,15200,1
1067,25.98112367,0.4,15200,1
1068,25.98112367,0.4,21700,1
1069,44.15229905,0.4,1250,1
1070,44.15229905,0.4,1250,1
1071,44.15229905,0.4,1250,1
1072,44.15229905,0.4,1250,1
1073,44.15229905,0.4,1250,1
1074,44.03022848,0.4,2000,1
1075,44.03022848,0.4,2000,1
1076,44.03022848,0.4,2000,1
1077,44.03022848,0.4,2000,1
1078,44.03022848,0.4,2000,1
1079,44.03022848,0.4,2000,1
1080,44.03022848,0.4,2000,1
1081,44.03022848,0.4,2000,1
1082,38.54430803,0.4,3750,1
1083,38.54430803,0.4,3750,1
1084,25.7738164,0.4,76600,1
1085,46.33693953,0.4,2350,1
1086,46.33693953,0.4,2350,1
1087,46.33693953,0.4,2350,1
1088,46.33693953,0.4,2350,1
1089,46.33693953,0.4,2350,1
1090,46.33693953,0.4,2350,1
1091,43.16473617,0.4,2350,1
1092,43.16473617,0.4,2350,1
1093,43.16473617,0.4,2350,1
1094,43.16473617,0.4,2350,1
1095,48.999562,0.4,1250,1
1096,48.999562,0.4,1250,1
1097,48.999562,0.4,1250,1
1098,48.999562,0.4,1250,1
1099,48.999562,0.4,1250,1
1100,48.999562,0.4,1250,1
1104,47.5713721,0.4,1880,1
1105,47.5713721,0.4,1880,1
1106,47.5713721,0.4,1880,1
1107,47.5713721,0.4,1880,1
1108,43.36933262,0.4,2275,1
1109,43.36933262,0.4,2275,1
1110,43.36933262,0.4,2275,1
1111,43.36933262,0.4,2275,1
1112,43.36933262,0.4,2250,1
1113,43.36933262,0.4,2275,1
1114,39.79182671,0.4,1125,1
1115,39.79182671,0.4,1125,1
1116,39.79182671,0.4,3800,1
1117,39.79182671,0.4,1125,1
1118,39.79182671,0.4,1125,1
1119,39.79182671,0.4,3800,1
1120,39.79182671,0.4,1125,1
1121,39.79182671,0.4,3800,1
1122,39.79182671,0.4,1125,1
1123,39.79182671,0.4,3800,1
1124,27.54217879,0.4,1100,1
1125,27.54217879,0.4,1100,1
1126,27.54217879,0.4,1100,1
1127,27.54217879,0.4,1100,1
1128,27.54217879,0.4,1100,1
1129,27.54217879,0.4,1100,1
1130,27.54217879,0.4,1100,1
1131,27.54217879,0.4,1100,1
1132,39.946546,0.4,1400,1
1133,39.946546,0.4,1400,1
1134,39.946546,0.4,1400,1
1135,39.946546,0.4,1400,1
1136,39.946546,0.4,1400,1
1141,37.72635734,0.4,5000,1
1142,37.72635734,0.4,5000,1
1143,25.9497004,0.4,39000,1
1144,25.9497004,0.4,39000,1
1145,25.9497004,0.4,39000,1
1146,25.48518381,0.4,62400,1
1147,25.48518381,0.4,63000,1
1148,25.81391753,0.4,22500,1
1149,25.81391753,0.4,22500,1
1151,25.81391753,0.4,22300,1
1152,38.53976819,0.4,3675,1
1153,38.53976819,0.4,3650,1
1154,38.53976819,0.4,3725,1
1155,38.53976819,0.4,3675,1
1156,34.43835042,0.4,3750,1
1157,34.43835042,0.4,3750,1
1158,34.43835042,0.4,3750,1
1159,34.43835042,0.4,3750,1
1160,38.43073086,0.4,3875,1
1161,38.43073086,0.4,3775,1
1162,24.59373329,0.4,14800,1
1163,24.59373329,0.4,24900,1
1164,24.59373329,0.4,14800,1
1165,26.31763026,0.4,16500,1
1166,26.31763026,0.4,15000,1
1167,26.31763026,0.4,15000,1
1168,26.31763026,0.4,15000,1
1169,26.31763026,0.4,16500,1
1170,26.31763026,0.4,16500,1
1171,26.31763026,0.4,15000,1
1172,26.31763026,0.4,16500,1
1176,37.55533272,0.4,1100,1
1177,37.55533272,0.4,1100,1
1190,36.40203519,0.4,1125,1
1191,36.40203519,0.4,1125,1
1192,36.40203519,0.4,1125,1
1193,36.40203519,0.4,1125,1
1194,36.40203519,0.4,1125,1
1195,36.40203519,0.4,1125,1
1196,36.40203519,0.4,1125,1
1200,39.24191762,0.4,4375,1
1201,39.24191762,0.4,4375,1
1202,39.24191762,0.4,4375,1
1203,25.39251745,0.4,60000,1
1204,38.71553403,0.4,4875,1
1205,38.71553403,0.4,4875,1
1206,38.71553403,0.4,4875,1
1207,38.71553403,0.4,4875,1
1208,38.71553403,0.4,4875,1
1213,46.24662351,0.4,2000,1
1214,46.24662351,0.4,2000,1
1215,46.24662351,0.4,2000,1
1216,44.07063122,0.4,3375,1
1217,44.07063122,0.4,3375,1
1218,44.07063122,0.4,3375,1
1219,44.07063122,0.4,3375,1
1220,25.41036255,0.4,17280,1
1221,25.41036255,0.4,16420,1
1222,25.41036255,0.4,40080,1
1223,25.41036255,0.4,16630,1
1225,25.4802471,0.4,25500,1
1226,25.4802471,0.4,15900,1
1227,25.4802471,0.4,15900,1
1228,25.4802471,0.4,15900,1
1229,25.4802471,0.4,25500,1
1230,25.4802471,0.4,15900,1
1233,25.07220793,0.4,16000,1
1234,25.07220793,0.4,37200,1
1235,25.07220793,0.4,16000,1
1236,25.07220793,0.4,16000,1
1237,25.54127526,0.4,62000,1
1238,28.66166371,0.4,12500,1
1239,28.66166371,0.4,12500,1
1240,28.66166371,0.4,12500,1
1241,28.66166371,0.4,19500,1
1246,39.13640265,0.4,950,1
1247,39.13640265,0.4,950,1
1248,39.13640265,0.4,950,1
1249,39.13640265,0.4,950,1
1250,39.13640265,0.4,950,1
1251,39.13640265,0.4,950,1
1252,39.13640265,0.4,950,1
1253,39.13640265,0.4,950,1
1254,39.13640265,0.4,950,1
1255,39.13640265,0.4,950,1
1256,39.13640265,0.4,950,1
1257,39.13640265,0.4,1100,1
1258,36.67327488,0.4,1100,1
1259,36.67327488,0.4,175,1
1260,133.1711099,0.25,550,1
1261,133.1711099,0.25,5050,1
1262,26.12033679,0.4,19000,1
1263,26.12033679,0.4,19000,1
1264,26.12033679,0.4,54600,1
1266,28.98217791,0.4,12200,1
1267,28.98217791,0.4,18900,1
1268,28.98217791,0.4,12200,1
1269,28.98217791,0.4,12200,1
1270,28.98217791,0.4,12200,1
1271,28.98217791,0.4,18900,1
1272,28.98217791,0.4,54600,1
1274,28.98217791,0.4,32500,1
1275,45.11949732,0.4,18000,1
1276,45.11949732,0.4,18000,1
1277,45.11949732,0.4,17300,1
1278,25.83743659,0.4,30100,1
1279,25.83743659,0.4,17300,1
1280,25.83743659,0.4,17300,1
1281,25.83743659,0.4,19000,1
1282,26.01909279,0.4,18000,1
1283,26.01909279,0.4,18000,1
1284,26.01909279,0.4,62000,1
1285,25.4646069,0.4,62000,1
1286,25.4646069,0.4,4300,1
1287,35.00051307,0.4,1075,1
1288,35.00051307,0.4,90,1
1293,72.53001022,0.4,5925,1
1294,25.83989732,0.4,17100,1
1295,25.83989732,0.4,17100,1
1296,25.83989732,0.4,17100,1
1297,25.83989732,0.4,80000,1
1298,19.52046316,0.4,80000,1
1299,19.52046316,0.4,70,1
1300,190.1017607,0.25,32.5,1
1301,190.1017607,0.25,3675,1
1302,37.27308032,0.4,3725,1
1303,38.14212245,0.4,3700,1
1304,38.14212245,0.4,33750,1
1305,24.66729768,0.4,1000,1
1306,14.46964389,0.4,190,1
1309,25.53547728,0.4,31500,1
1310,25.53547728,0.4,16500,1
1311,25.53547728,0.4,16500,1
1312,25.53547728,0.4,5660,1
1313,42.09200213,0.4,1415,1
1314,42.09200213,0.4,1415,1
1315,42.09200213,0.4,1415,1
1316,42.09200213,0.4,1415,1
1317,42.09200213,0.4,1415,1
1318,42.09200213,0.4,4300,1
1319,32.98253075,0.4,50,1
1321,0,0,0,0
1322,0,0,0,0
1323,452.9335679,0.4,34,1
1329,141.8937337,0.25,102.5,1
1330,141.8937337,0.25,75,1
1331,147.3898478,0.25,75,1
1333,142.9031528,0.25,102.5,1
1334,153.0594795,0.25,100,1
1335,246.5076112,0.25,125,1
1336,69.12519331,0.4,17500,1
1337,18.49798782,0.4,600,1
1338,145.9021864,0.25,275,1
1339,141.3344677,0.25,400,1
1340,136.4344305,0.25,400,1
1341,154.7223395,0.25,250,1
1342,130.0759006,0.25,350,1
1343,149.3763364,0.25,150,1
1344,170.8824257,0.25,100,1
1345,101.6219512,0.25,300,1
1346,156.9304703,0.25,40,1
1351,23.34318136,0.4,58500,1
1352,21.10152242,0.4,21900,1
1353,25.13521212,0.4,33200,1
1354,25.13521212,0.4,21900,1
1355,25.13521212,0.4,6100,1
1356,21.70291473,0.4,136,1
1357,138.6666667,0.25,34,1
1358,138.6666667,0.25,34,1
1359,138.6666667,0.25,32.5,1
1360,181.7249508,0.25,34,1
1361,181.7249508,0.25,34,1
1362,181.7249508,0.25,34,1
1363,181.7249508,0.25,32.5,1
1364,181.7249508,0.25,34,1
1365,181.7249508,0.25,34,1
1366,181.7249508,0.25,34,1
1367,181.7249508,0.25,34,1
1368,181.7249508,0.25,34,1
1369,181.7249508,0.25,34,1
1370,181.7249508,0.25,34,1
1371,181.7249508,0.25,34,1
1372,181.7249508,0.25,34,1
1373,181.7249508,0.25,34,1
1374,181.7249508,0.25,34,1
1375,181.7249508,0.25,40,1
1376,147.2000961,0.25,40,1
1377,147.2000961,0.25,40,1
1378,147.2000961,0.25,40,1
1379,147.2000961,0.25,40,1
1380,147.2000961,0.25,40,1
1381,147.2000961,0.25,40,1
1382,147.2000961,0.25,40,1
1383,147.2000961,0.25,40,1
1384,147.2000961,0.25,40,1
1385,147.2000961,0.25,932.5,1
1386,0,0,0,0
1387,0,0,0,0
1388,0,0,0,0
1389,144.8268199,0.25,125,1
1390,150.0971742,0.25,25,1
1391,140.6726672,0.25,50,1
1392,141.6553038,0.25,262.5,1
1393,56.50388813,0.4,125,1
1394,149.7977057,0.25,6675,1
1395,25.3739044,0.4,22500,1
1396,25.3739044,0.4,22500,1
1397,25.3739044,0.4,440,1
1398,158.1716534,0.25,150,1
1399,148.0542309,0.25,250,1
1400,62.72356398,0.4,4675,1
1401,37.74720332,0.4,80,1
1402,135.7263837,0.25,40,1
1403,141.0555897,0.25,4775,1
1404,25.10571762,0.4,12600,1
1405,25.10571762,0.4,400,1
1406,141.518335,0.25,540,1
1407,0,0,0,0
1408,0,0,0,0
1409,158.7799043,0.25,150,1
1411,158.7799043,0.25,20,1
1412,158.7799043,0.25,20,1
1413,158.7799043,0.25,20,1
1414,158.7799043,0.25,150,1
1419,159.35645,0.25,20,1
1420,159.35645,0.25,20,1
1421,159.35645,0.25,20,1
1422,159.35645,0.25,20,1
1423,159.35645,0.25,112.5,1
1424,163.6589881,0.25,50,1
1425,236.5834539,0.25,1175,1
1426,21.70291473,0.4,23200,1
1427,23.95282228,0.4,23200,1
1428,23.95282228,0.4,31900,1
1429,23.95282228,0.4,190,1
1430,154.854536,0.25,45,1
1434,177.7303241,0.25,35,1
1440,123.4656857,0.25,40,1
1441,162.0746332,0.25,40,1
1442,162.0746332,0.25,40,1
1443,162.0746332,0.25,40,1
1444,162.0746332,0.25,625,1
1446,23.99995923,0.4,24000,1
1447,23.99995923,0.4,22500,1
1448,23.99995923,0.4,960,1
1450,157.0011473,0.25,40,1
1451,36.70239259,0.4,40,1
1452,141.1916538,0.25,34400,1
1453,141.1916538,0.25,10625,1
1454,24.9508371,0.4,42500,1
1455,23.68029376,0.4,42000,1
1456,23.68029376,0.4,42000,1
1457,23.59137574,0.4,4740,1
1458,23.59137574,0.4,200,1
1460,28.59637279,0.4,1990,1
1461,0,0,0,0
1462,0,0,0,0
1463,108.19223,0.25,7850,1
1464,112.4816405,0.25,5650,1
1465,25.23240422,0.4,2500,1
1466,25.23240422,0.4,2500,1
1467,25.23240422,0.4,100,1
1468,36.09909857,0.4,25,1
1469,36.09909857,0.4,25,1
1470,193.8581161,0.25,1200,1
1471,193.8581161,0.25,1500,1
1472,193.8581161,0.25,450,1
1473,21.70291473,0.4,9000,1
1474,36.09909857,0.4,1425,1
1475,36.09909857,0.4,2150,1
1476,36.09909857,0.4,375,1
1478,25.30670677,0.4,17400,1
1479,43.14190963,0.4,4875,1
1480,25.30670677,0.4,2100,1
1481,25.30670677,0.4,42000,1
1482,36.09909857,0.4,2275,1
1483,47.93795954,0.4,2275,1
1484,28.12003213,0.4,16500,1
1488,131.0389221,0.25,300,1
1489,131.0389221,0.25,475,1
1490,131.0389221,0.25,142.5,1
1492,36.09909857,0.4,8087.5,1
1493,132.6760109,0.25,6180,1
1494,24.40115067,0.4,73600,1
1495,24.40115067,0.4,160,1
1496,24.40115067,0.4,160,1
1497,29.02439215,0.4,600,1
1498,128.447099,0.25,2550,1
1499,128.447099,0.25,425,1
1500,138.7666224,0.25,425,1
1501,24.10501157,0.4,101600,1
1504,5.229563823,0.9,319500,0
1505,5.229563823,0.9,12000,0
1506,21.65964569,0.4,2400,1
1507,21.65964569,0.4,90000,1
1508,0,0,0,0
1509,0,0,0,0
1510,5.229563795,0.9,300000,0
1511,5.229563795,0.9,302500,0
1512,23.49587969,0.4,60000,1
1514,22.0262901,0.4,64500,1
1515,22.94170681,0.4,65200,1
1516,20.68962275,0.4,133000,1
1517,23.83053846,0.4,119600,1
1518,23.83053846,0.4,122700,1
1519,5.229563818,0.9,568000,0
1520,5.229563873,0.9,582000,0
1521,5.229563873,0.9,277000,0
1522,5.229563853,0.9,277000,0
1523,5.229563853,0.9,265000,0
1529,5.229563816,0.9,137500,0
1530,5.229563816,0.9,8500,0
1533,37.51013055,0.4,500,1
1534,22.00314921,0.4,2000,1
1535,5.229563849,0.9,10000,0
1552,5.229563752,0.9,150000,0
1553,5.229563752,0.9,255000,0
1554,21.1443648,0.4,26800,1
1555,21.1443648,0.4,57500,1
1556,21.1443648,0.4,58000,1
1557,21.1443648,0.4,58800,1
1558,23.14891535,0.4,78500,1
1559,23.14891535,0.4,51500,1
1560,23.14891535,0.4,91000,1
1561,20.90057861,0.4,91000,1
1562,20.90057861,0.4,91000,1
1563,22.98220657,0.4,114000,1
1564,22.98220657,0.4,114900,1
1565,22.98220657,0.4,113400,1
1566,5.229563839,0.9,591000,0
1567,5.229563839,0.9,312500,0
1568,5.22956381,0.9,2400,0
1569,5.22956381,0.9,536500,0
1570,21.66690464,0.4,95000,1
1571,147.3439742,0.25,32500,1
1572,5.229563758,0.9,650000,0
1573,5.229563834,0.9,250000,0
1574,20.89137443,0.4,16000,1
1575,20.89137443,0.4,16000,1
1576,0,0,0,0
1579,0,0,0,0
1580,0,0,0,0
1582,0,0,0,0
1583,0,0,0,0
1586,0,0,0,0
1588,5.229465089,0.9,650000,0
1589,5.229465089,0.9,1500,0
1590,0,0,0,0
1591,20.54569401,0.4,4500,1
1592,5996.992857,0.25,1125,1
1593,0,0,0,0
1594,0,0,0,0
1595,0,0,0,0
1596,0,0,0,0
1597,0,0,0,0
1598,0,0,0,0
1599,0,0,0,0
1601,0,0,0,0
1602,0,0,0,0
1603,0,0,0,0
1604,0,0,0,0
1605,0,0,0,0
1606,0,0,0,0
1607,0,0,0,0
1608,0,0,0,0
1609,0,0,0,0
1610,0,0,0,0
1611,0,0,0,0
1612,0,0,0,0
1613,0,0,0,0
1614,0,0,0,0
1615,0,0,0,0
1616,62.32680556,0.4,2300,1
1617,46.94115538,0.4,700,1
1618,46.94115538,0.4,425,1
1619,46.94115538,0.4,2300,1
1620,46.94115538,0.4,300,1
1621,46.94115538,0.4,1100,1
1622,46.94115538,0.4,1050,1
1623,0,0,0,0
1624,49.30792961,0.4,4425,1
1625,49.30792961,0.4,3000,1
1626,29.1850897,0.4,12000,1
1627,29.1850897,0.4,54500,1
1628,29.1850897,0.4,12000,1
1629,29.1850897,0.4,54100,1
1631,29.1850897,0.4,12100,1
1633,29.1850897,0.4,9400,1
1634,29.1850897,0.4,9400,1
1635,29.1850897,0.4,9400,1
1636,137.643827,0.4,2350,1
1637,137.643827,0.4,2350,1
1638,137.643827,0.4,2350,1
1639,137.643827,0.4,2300,1
1640,137.643827,0.4,2300,1
1641,137.643827,0.4,2300,1
1642,44.3475638,0.4,2300,1
1643,44.3475638,0.4,11025,1
1644,44.3475638,0.4,11025,1
1645,44.3475638,0.4,1800,1
1646,21.61948834,0.4,7200,1
1647,21.61948834,0.4,7200,1
1648,70.01978072,0.4,1800,1
1649,70.01978072,0.4,1800,1
1650,70.01978072,0.4,1800,1
1651,70.01978072,0.4,1800,1
1652,70.01978072,0.4,1800,1
1653,70.01978072,0.4,1175,1
1654,70.01978072,0.4,1175,1
1655,70.01978072,0.4,1175,1
1660,49.24002247,0.4,950,1
1661,51.14216246,0.4,950,1
1662,54.32663066,0.4,2100,1
1663,54.32663066,0.4,950,1
1664,44.3814476,0.4,1925,1
1665,44.3814476,0.4,525,1
1666,44.3814476,0.4,525,1
1668,0,0,0,0
1669,0,0,0,0
1670,36.09909857,0.4,750,1
1671,36.09909857,0.4,1100,1
1672,31.96436043,0.4,4400,1
1673,31.96436043,0.4,4400,1
1674,38.06094769,0.4,1100,1
1675,38.06094769,0.4,1075,1
1676,38.06094769,0.4,1075,1
1677,38.06094769,0.4,1075,1
1684,36.81899244,0.4,1200,1
1685,36.81899244,0.4,4550,1
1686,36.81899244,0.4,4000,1
1687,36.81899244,0.4,4000,1
1691,25.86937766,0.4,3950,1
1693,25.86937766,0.4,15500,1
1694,37.64131754,0.4,3975,1
1695,37.64131754,0.4,3900,1
1696,37.64131754,0.4,3900,1
1697,37.64131754,0.4,3900,1
1698,38.92841865,0.4,3900,1
1699,38.92841865,0.4,1900,1
1700,38.92841865,0.4,1875,1
1701,41.79228537,0.4,1900,1
1702,41.79228537,0.4,1875,1
1703,41.79228537,0.4,4450,1
1704,41.79228537,0.4,4450,1
1705,41.79228537,0.4,4450,1
1706,36.06700082,0.4,4450,1
1707,36.06700082,0.4,4450,1
1708,36.06700082,0.4,4450,1
1709,36.06700082,0.4,3775,1
1710,35.43003155,0.4,3775,1
1711,35.43003155,0.4,4015,1
1712,35.43003155,0.4,4250,1
1713,35.43003155,0.4,4250,1
1714,35.43003155,0.4,4250,1
1715,39.17616674,0.4,400,1
1716,39.17616674,0.4,1275,1
1717,39.17616674,0.4,1225,1
1718,123.6444444,0.25,2250,1
1719,45.73593583,0.4,2250,1
1720,45.73593583,0.4,2250,1
1725,57.87771476,0.4,1500,1
1726,5.229563675,0.9,30000,0
1727,52.01550253,0.4,1625,1
1728,52.01550253,0.4,1625,1
1729,52.01550253,0.4,1625,1
1730,52.01550253,0.4,1625,1
1731,52.01550253,0.4,1475,1
1732,52.01550253,0.4,1075,1
1733,52.01550253,0.4,1075,1
1734,52.01550253,0.4,32500,1
1737,20.58245671,0.4,3000,1
1738,20.58245671,0.4,19500,1
1739,0,0,0,0
1740,0,0,0,0
1741,0,0,0,0
1742,23.40633952,0.4,2600,1
1751,21.35868928,0.4,1500,1
1753,21.35868928,0.4,34000,1
1756,23.92572422,0.4,25000,1
1757,23.92572422,0.4,7800,1
1776,5.229563813,0.9,31500,0
1777,5.229563813,0.9,31000,0
1782,26.53142844,0.4,55400,1
1784,22.68821368,0.4,3400,1
1785,22.68821368,0.4,76900,1
1788,25.03670364,0.4,86700,1
1789,25.03670364,0.4,3200,1
1790,5.229563857,0.9,8500,0
1791,5.229563857,0.9,17000,0
1796,22.90701375,0.4,5300,1
1797,39.05100439,0.4,9025,1
1799,39.05100439,0.4,3775,1
1800,22.90701375,0.4,25100,1
1801,21.02706688,0.4,14800,1
1803,21.02706688,0.4,4910,1
1805,58.92482677,0.4,1375,1
1806,58.92482677,0.4,1375,1
1808,58.92482677,0.4,4175,1
1809,58.92482677,0.4,4175,1
1810,23.01580561,0.4,16700,1
1811,23.01580561,0.4,16700,1
1812,23.01580561,0.4,16700,1
1813,23.01580561,0.4,23800,1
1814,23.01580561,0.4,44800,1
1815,23.01580561,0.4,22500,1
1818,23.49197115,0.4,300,1
1819,23.49197115,0.4,200,1
1828,22.5577577,0.4,20500,1
1829,22.5577577,0.4,20500,1
1830,22.5577577,0.4,20500,1
1831,22.5577577,0.4,100,1
1832,22.5577577,0.4,100,1
1833,22.5577577,0.4,140,1
1834,0,0,0,0
1835,0,0,0,0
1836,0,0,0,0
1841,0,0,0,0
1842,0,0,0,0
1843,0,0,0,0
1844,0,0,0,0
1845,0,0,0,0
1846,0,0,0,0
1847,0,0,0,0
1848,0,0,0,0
1849,1000,0,0,0
1850,1000,0,0,0
1851,1000,0,0,0
1852,1000,0,0,0
1853,1000,0,0,0
